code;name;fkko_code;hazard_class;description
FKKO-41412941103;Отходы негалогенированных органических растворителей в смеси, загрязненные нефтепродуктами;4 14 129 41 10 3;3;
FKKO-41412951323;Отходы растворителей на основе нефтепродуктов и этилового спирта в смеси;4 14 129 51 32 3;3;
FKKO-41412961323;Отходы негалогенированных органических растворителей в смеси, загрязненных кремнием;4 14 129 61 32 3;3;
FKKO-41419000000;Прочие отходы использования негалогенированных органических растворителей;4 14 190 00 00 0;0;
FKKO-41427111102;Отходы скипидара живичного;4 14 271 11 10 2;2;
FKKO-41440000000;Отходы материалов лакокрасочных и аналогичных им для нанесения покрытий (кроме тары, загрязненной лакокрасочными материалами, красками);4 14 400 00 00 0;0;
FKKO-41441000000;Отходы материалов лакокрасочных на основе акриловых или виниловых полимеров (лаки, краски, грунтовки) в водной среде;4 14 410 00 00 0;0;
FKKO-41441011393;Отходы материалов лакокрасочных на основе акриловых полимеров в водной среде;4 14 410 11 39 3;3;
FKKO-41441911303;Материалы лакокрасочные на водной основе, утратившие потребительские свойства;4 14 419 11 30 3;3;
FKKO-41441921533;Материалы лакокрасочные на водной основе в металлической таре, утратившие потребительские свойства;4 14 419 21 53 3;3;
FKKO-41442000000;Отходы материалов лакокрасочных на основе сложных полиэфиров, акриловых или виниловых полимеров (лаки, краски, эмали, грунтовки) в неводной среде;4 14 420 00 00 0;0;
FKKO-41442011393;Отходы материалов лакокрасочных на основе алкидных смол в среде негалогенированных органических растворителей;4 14 420 11 39 3;3;
FKKO-41442111203;Твердые отходы лакокрасочных материалов на основе алкидных смол, модифицированных растительными маслами;4 14 421 11 20 3;3;
FKKO-41442112204;Твердые отходы материалов лакокрасочных на основе алкидных смол в смеси с диоксидом кремния;4 14 421 12 20 4;4;
FKKO-41442114203;Отходы материалов лакокрасочных на основе алкидных смол затвердевшие;4 14 421 14 20 3;3;
FKKO-41442121303;Отходы материалов лакокрасочных на основе растительных масел, содержащие пигменты в виде соединений хрома и кадмия (содержание кадмия менее 6%);4 14 421 21 30 3;3;
FKKO-41442132204;Твердые отходы материалов лакокрасочных на основе акриловых и/или виниловых полимеров;4 14 421 32 20 4;4;
FKKO-41442211393;Отходы материалов лакокрасочных на основе сложных полиэфиров в среде негалогенированных органических растворителей;4 14 422 11 39 3;3;
FKKO-41442213533;Материалы лакокрасочные на основе сложных полиэфиров в среде негалогенированных органических растворителей в металлической таре, утратившие потребительские свойства;4 14 422 13 53 3;3;
FKKO-41442222393;Отходы материалов лакокрасочных на основе меламиновых смол в среде негалогенированных органических растворителей;4 14 422 22 39 3;3;
FKKO-41442232393;Отходы материалов лакокрасочных на основе полистирольных смол в среде негалогенированных органических растворителей;4 14 422 32 39 3;3;
FKKO-41442234393;Отходы материалов лакокрасочных на основе полиизоцианатов и синтетических каучуков в среде негалогенированных органических растворителей;4 14 422 34 39 3;3;
FKKO-41442311333;Отходы нитроэмали;4 14 423 11 33 3;3;
FKKO-41442411332;Лак изоляционный на основе модифицированных полиэфиров в среде негалогенированных органических растворителей;4 14 424 11 33 2;2;
FKKO-41442421393;Лак изоляционный на основе алкидно-эпоксидных смол затвердевший;4 14 424 21 39 3;3;
FKKO-41442431303;Лак изоляционный на основе алкидных смол, утративший потребительские свойства;4 14 424 31 30 3;3;
FKKO-41442461393;Отходы лаков на основе эпоксидных и полиуретановых смол в среде негалогенированных органических растворителей;4 14 424 61 39 3;3;
FKKO-41442521203;Лакокрасочные материалы на основе эпоксидных смол, утратившие потребительские свойства;4 14 425 21 20 3;3;
FKKO-41442531303;Отходы лакокрасочных материалов на основе полиуретановых смол;4 14 425 31 30 3;3;
FKKO-41442611203;Отходы грунтовки на основе полиизоцианатов отвердевшей;4 14 426 11 20 3;3;
FKKO-41442811413;Отходы порошка окрасочных аэрозолей на основе поливинилхлорида;4 14 428 11 41 3;3;
FKKO-41442821413;Отходы порошковой эпоксиполиэфирной краски;4 14 428 21 41 3;3;
FKKO-41442831413;Отходы порошковой полиэфирной краски;4 14 428 31 41 3;3;
FKKO-41442832414;Отходы порошковой полиэфирной краски, содержащие мраморную пыль и оксиды железа;4 14 428 32 41 4;4;
FKKO-41442841423;Отходы окрасочных аэрозолей на основе алкидных и полиэфирных смол в виде пыли;4 14 428 41 42 3;3;
FKKO-41443000000;Отходы материалов лакокрасочных прочих, включая шпатлевки, олифы, замазки, герметики, мастики;4 14 430 00 00 0;0;
FKKO-41443400000;Отходы мастик;4 14 434 00 00 0;0;
FKKO-41443411294;Отходы мастики строительной на основе карбоната кальция и полиакрилата натрия;4 14 434 11 29 4;4;
FKKO-41443461333;Отходы мастики на основе синтетического каучука;4 14 434 61 33 3;3;
FKKO-41443500000;Отходы герметиков;4 14 435 00 00 0;0;
FKKO-41443501203;Герметик на основе эпоксидных смол в металлической таре, утративший потребительские свойства;4 14 435 01 20 3;3;
FKKO-41443502303;Герметики углеводородные на основе каучука, утратившие потребительские свойства;4 14 435 02 30 3;3;
FKKO-41443511303;Отходы материалов лакокрасочных на основе эпоксидных смол и диоксида титана;4 14 435 11 30 3;3;
FKKO-41443521203;Отходы затвердевшего герметика на основе кремнийсодержащих органических материалов;4 14 435 21 20 3;3;
FKKO-41443522204;Отходы затвердевшего герметика на основе полисилоксанов;4 14 435 22 20 4;4;
FKKO-41443531203;Герметики на основе негалогенированных полиакрилатов затвердевшие;4 14 435 31 20 3;3;
FKKO-41443555204;Герметик тиоколовый, утративший потребительские свойства;4 14 435 55 20 4;4;
FKKO-41443575204;Отходы затвердевшего герметика на основе полиуретана;4 14 435 75 20 4;4;
FKKO-41443812324;Состав водно-восковой защитный, утративший потребительские свойства;4 14 438 12 32 4;4;
FKKO-41443851203;Отходы покрытия антикоррозионного на основе негалогенированных полимерных смол затвердевшие;4 14 438 51 20 3;3;
FKKO-41449000000;Отходы лакокрасочных материалов неустановленного состава;4 14 490 00 00 0;0;
FKKO-41449411303;Отходы лакокрасочных материалов в среде органических растворителей нефтяного происхождения;4 14 494 11 30 3;3;
FKKO-41449511394;Смесь лакокрасочных материалов обводненная;4 14 495 11 39 4;4;
FKKO-41600000000;Отходы отмывочных жидкостей на водной основе, моющих, чистящих и полирующих средств, парфюмерных и косметических средств;4 16 000 00 00 0;0;
FKKO-41610000000;Отходы отмывочных жидкостей на водной основе;4 16 100 00 00 0;0;
FKKO-41611111322;Водный раствор отмывочной жидкости на основе аминоспиртов отработанный;4 16 111 11 32 2;2;
FKKO-41611131323;Отходы отмывочной жидкости, содержащей спирт фурфуриловый;4 16 111 31 32 3;3;
FKKO-41611212314;Отмывочная жидкость щелочная отработанная, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%);4 16 112 12 31 4;4;
FKKO-41611213313;Жидкость промывочная щелочная отработанная, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более);4 16 112 13 31 3;3;
FKKO-41611216313;Жидкость промывочная, содержащая кальцинированную соду, отработанная, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более);4 16 112 16 31 3;3;
FKKO-41611221313;Отмывочная жидкость щелочная, загрязненная алкидными смолами;4 16 112 21 31 3;3;
FKKO-41611311313;Отходы промывочной жидкости для головок принтеров, загрязненной нигрозином;4 16 113 11 31 3;3;
FKKO-41612111313;Моющий раствор на водной основе, загрязненный нефтепродуктами (содержание нефтепродуктов 15% и более);4 16 121 11 31 3;3;
FKKO-41612112314;Моющий раствор на водной основе, загрязненный нефтепродуктами (содержание нефтепродуктов менее 15%);4 16 121 12 31 4;4;
FKKO-41612151303;Моющий водный щелочной раствор на основе неионогенных поверхностно-активных веществ, загрязненный нефтепродуктами;4 16 121 51 30 3;3;
FKKO-41612181104;Моющий перекисно-аммиачный водный раствор отработанный;4 16 121 81 10 4;4;
FKKO-41612191313;Моющий водный раствор на основе анионных поверхностно-активных веществ, утративший потребительские свойства;4 16 121 91 31 3;3;
FKKO-41612192314;Моющий водный раствор на основе анионных поверхностно-активных веществ, содержащий сульфаты и органические кислоты, утративший потребительские свойства;4 16 121 92 31 4;4;
FKKO-41612195324;Моющий водный раствор на основе анионных и/или неионогенных поверхностно-активных веществ, загрязненный оксидами железа и/или кремния;4 16 121 95 32 4;4;
FKKO-41613111324;Водный раствор ингибирующего кислотного очистителя на основе сульфаминовой кислоты, загрязненный неорганическими карбонатами и оксидами железа;4 16 131 11 32 4;4;
FKKO-41620000000;Отходы моющих, чистящих и полирующих средств;4 16 200 00 00 0;0;
FKKO-41621242103;Эмульгаторы для катионных битумных эмульсий на основе алкиламинэтоксилата, утратившие потребительские свойства;4 16 212 42 10 3;3;
FKKO-41621311214;Мыло косметическое в бумажной и /или картонной упаковке, утратившее потребительские свойства;4 16 213 11 21 4;4;
FKKO-41622111313;Средства моющие жидкие в полимерной упаковке, утратившие потребительские свойства;4 16 221 11 31 3;3;
FKKO-41622121313;Средства моющие жидкие хлорсодержащие в полимерной упаковке, утратившие потребительские свойства;4 16 221 21 31 3;3;
FKKO-41622711103;Отходы стеклоомывателя на основе изопропилового спирта;4 16 227 11 10 3;3;
FKKO-41623000000;Отходы чистящих средств;4 16 230 00 00 0;0;
FKKO-41624000000;Отходы полирующих средств;4 16 240 00 00 0;0;
FKKO-41625000000;Отходы средств для дезодорирования и ароматизации воздуха в помещениях и восков;4 16 250 00 00 0;0;
FKKO-41625521524;Отходы и брак средств для дезодорирования и ароматизации воздуха в металлической упаковке;4 16 255 21 52 4;4;
FKKO-41630000000;Отходы парфюмерных и косметических средств;4 16 300 00 00 0;0;
FKKO-41631111104;Духи, туалетная вода в стеклянной упаковке, утратившие потребительские свойства;4 16 311 11 10 4;4;
FKKO-41631121534;Вода мицеллярная туалетная в полимерной упаковке, утратившая потребительские свойства;4 16 311 21 53 4;4;
FKKO-41631351533;Лак для ногтей в стеклянной упаковке, утративший потребительские свойства;4 16 313 51 53 3;3;
FKKO-41631361534;Средства для снятия лака с ногтей в упаковке из полимерных материалов, утратившие потребительские свойства;4 16 313 61 53 4;4;
FKKO-41631511304;Кремы косметические в металлических тубах, утратившие потребительские свойства;4 16 315 11 30 4;4;
FKKO-41631521524;Отходы и брак косметических средств в полимерной упаковке;4 16 315 21 52 4;4;
FKKO-41631593533;Средства очищающие для лица и тела в упаковке из разнородных материалов, утратившие потребительские свойства;4 16 315 93 53 3;3;
FKKO-41631595524;Отходы и брак косметических средств в упаковке из алюминия и/или разнородных полимерных материалов;4 16 315 95 52 4;4;
FKKO-41631611314;Средства моющие для ухода за телом в полимерной упаковке, утратившие потребительские свойства;4 16 316 11 31 4;4;
FKKO-41631721532;Средства для окрашивания волос в полимерной и/или металлической упаковке, утратившие потребительские свойства;4 16 317 21 53 2;2;
FKKO-41631731533;Средства моющие для ухода за волосами в упаковке из полимерных материалов, утратившие потребительские свойства;4 16 317 31 53 3;3;
FKKO-41631811524;Пасты зубные в полимерной упаковке, утратившие потребительские свойства;4 16 318 11 52 4;4;
FKKO-41631851534;Косметические средства жидкие для полости рта (ополаскиватели) в полимерной упаковке, утратившие потребительские свойства;4 16 318 51 53 4;4;
FKKO-41631911543;Дезодоранты в полимерной упаковке, утратившие потребительские свойства;4 16 319 11 54 3;3;
FKKO-41631921543;Дезодоранты в аэрозольной упаковке, утратившие потребительские свойства;4 16 319 21 54 3;3;
FKKO-41700000000;Отходы кино- и фотопленок, фотопластинок и других изделий и химических составов и продуктов, используемых в фотографии, фотолитографии, рентгенографии, радиографии;4 17 000 00 00 0;0;
FKKO-41710000000;Отходы кино- и фотопленок, фотопластинок и других изделий, используемых в фотографии, рентгенографии, радиографии;4 17 100 00 00 0;0;
FKKO-41712111524;Фотопластинки, утратившие потребительские свойства;4 17 121 11 52 4;4;
FKKO-41714001294;Отходы фотобумаги;4 17 140 01 29 4;4;
FKKO-41715001294;Отходы фото- и кинопленки;4 17 150 01 29 4;4;
FKKO-41716111523;Пленка рентгеновская отработанная;4 17 161 11 52 3;3;
FKKO-41717111513;Отходы радиографической технической пленки;4 17 171 11 51 3;3;
FKKO-41718111524;Экран флуоресцентный на поливинилхлоридной подложке с применением вольфрамата кальция, утративший потребительские свойства;4 17 181 11 52 4;4;
FKKO-41720000000;Отходы химических составов и продуктов, используемых в фотографии;4 17 200 00 00 0;0;
FKKO-41721100000;Отходы проявителей, используемых в фотографии;4 17 211 00 00 0;0;
FKKO-41721101103;Отходы проявителей рентгеновской пленки;4 17 211 01 10 3;3;
FKKO-41721102104;Отходы проявителей рентгеновской пленки с содержанием солей менее 15%;4 17 211 02 10 4;4;
FKKO-41721111103;Проявитель офсетных пластин отработанный;4 17 211 11 10 3;3;
FKKO-41721121104;Проявитель, отработанный при изготовлении печатных пластин для печатной машины, с содержанием неорганических солей менее 13%;4 17 211 21 10 4;4;
FKKO-41721131103;Проявитель фотопленки отработанный;4 17 211 31 10 3;3;
FKKO-41721181313;Отходы проявителей, содержащих производные фенилпиразолидона;4 17 211 81 31 3;3;
FKKO-41721200000;Отходы фиксажных растворов, используемых в фотографии;4 17 212 00 00 0;0;
FKKO-41721201103;Отходы фиксажных растворов при обработке рентгеновской пленки;4 17 212 01 10 3;3;
FKKO-41721202104;Отходы фиксажных растворов при обработке фотографической пленки;4 17 212 02 10 4;4;
FKKO-41721211104;Отходы фиксажных растворов при обработке рентгеновской пленки с суммарным содержанием солей менее 20%;4 17 212 11 10 4;4;
FKKO-41721221104;Фиксажные растворы офсетных пластин отработанные;4 17 212 21 10 4;4;
FKKO-41721521102;Отходы растворов, используемых в фотографии, с концентрацией серебросодержащих солей более 20%;4 17 215 21 10 2;2;
FKKO-41721531304;Отходы растворов, используемых в фотографии с концентрацией серебросодержащих солей менее 2%;4 17 215 31 30 4;4;
FKKO-41730000000;Отходы химических составов и продуктов, используемых в фотолитографии;4 17 300 00 00 0;0;
FKKO-41731111102;Отходы ацетона при промывке оборудования фотолитографии;4 17 311 11 10 2;2;
FKKO-41731112102;Отходы растворителя на основе диметилформамида и моноэтаноламина при промывке рабочих изделий в фотолитографии;4 17 311 12 10 2;2;
FKKO-41900000000;Отходы прочих химических продуктов;4 19 000 00 00 0;0;
FKKO-41910000000;Отходы клея, клеящих веществ, отвердителей, пропиточных составов материалов на основе природных смол, пластификаторов;4 19 100 00 00 0;0;
FKKO-41911000000;Отходы клея, клеящих веществ неорганические;4 19 110 00 00 0;0;
FKKO-41911100000;Отходы клея, клеящих веществ силикатные;4 19 111 00 00 0;0;
FKKO-41911200000;Отходы клея, клеящих веществ алюмофосфатные;4 19 112 00 00 0;0;
FKKO-41911300000;Отходы клея, клеящих веществ керамические;4 19 113 00 00 0;0;
FKKO-41911400000;Отходы клея, клеящих веществ металлические;4 19 114 00 00 0;0;
FKKO-41912000000;Отходы клея, клеящих веществ органические;4 19 120 00 00 0;0;
FKKO-41912100000;Отходы клея, клеящих веществ органические природного (животного и растительного) происхождения;4 19 121 00 00 0;0;
FKKO-41912111324;Отходы клея животного происхождения;4 19 121 11 32 4;4;
FKKO-41912200000;Отходы клея, клеящих веществ органические искусственные;4 19 122 00 00 0;0;
FKKO-41912300000;Отходы клея, клеящих веществ органические синтетические;4 19 123 00 00 0;0;
FKKO-41912311204;Отходы клея поливинилацетатного;4 19 123 11 20 4;4;
FKKO-41912312393;Отходы клея электропроводящего на основе поливинилового спирта и железа;4 19 123 12 39 3;3;
FKKO-41912313313;Отходы клея поливинилацетатного с пластификатором в виде эфиров фталевой кислоты;4 19 123 13 31 3;3;
FKKO-41912318203;Отходы клея полиолефинового;4 19 123 18 20 3;3;
FKKO-41912321303;Отходы клея реактивного на основе эпоксидно-полиуретановых смол;4 19 123 21 30 3;3;
FKKO-41912322204;Отходы клея полиуретанового затвердевшие;4 19 123 22 20 4;4;
FKKO-41912323303;Отходы клея и клеящих веществ на основе полиэфирных и эпоксидных смол;4 19 123 23 30 3;3;
FKKO-41912324203;Отходы клея затвердевшего, на основе фенолформальдегидных смол;4 19 123 24 20 3;3;
FKKO-41912332302;Клей эпоксидный, утративший потребительские свойства;4 19 123 32 30 2;2;
FKKO-41912335303;Отходы клея полиизоцианатного, содержащие этилацетат;4 19 123 35 30 3;3;
FKKO-41912341303;Отходы клея на основе эпоксидно-диановых смол и серебра;4 19 123 41 30 3;3;
FKKO-41912343303;Отходы клея на основе полиимидных полимеров и серебра;4 19 123 43 30 3;3;
FKKO-41912351303;Отходы клея резинового на основе каучука;4 19 123 51 30 3;3;
FKKO-41912355303;Отходы клея на основе силиконового каучука;4 19 123 55 30 3;3;
FKKO-41912365524;Отходы адгезива полимерного негалогенированного;4 19 123 65 52 4;4;
FKKO-41912381303;Клей полихлоропреновый и полиуретановая водная дисперсия, утратившие потребительские свойства, в смеси;4 19 123 81 30 3;3;
FKKO-41913000000;Отходы клея, клеящих веществ элементоорганические;4 19 130 00 00 0;0;
FKKO-41914111102;Отходы отвердителей на основе изофорона и бензилового спирта;4 19 141 11 10 2;2;
FKKO-41915111393;Отходы пропиточного состава на основе эпоксидной смолы;4 19 151 11 39 3;3;
FKKO-41917000000;Отходы компаундов;4 19 170 00 00 0;0;
FKKO-41917111293;Отходы компаундов на основе эпоксидных смол затвердевшие;4 19 171 11 29 3;3;
FKKO-41917511203;Отходы компаунда на основе кремнийорганических каучуков цинксодержащие;4 19 175 11 20 3;3;
FKKO-41918000000;Отходы прочих материалов на основе природных смол;4 19 180 00 00 0;0;
FKKO-41918111204;Сургуч, утративший потребительские свойства;4 19 181 11 20 4;4;
FKKO-41919000000;Отходы пластификаторов;4 19 190 00 00 0;0;
FKKO-41919211323;Пластификатор на основе диоктилфталата отработанный;4 19 192 11 32 3;3;
FKKO-41950000000;Отходы силиконовых масел;4 19 500 00 00 0;0;
FKKO-41950101103;Силиконовые масла, утратившие потребительские свойства;4 19 501 01 10 3;3;
FKKO-41960000000;Отходы прочих смазочных материалов, не вошедшие в другие группы;4 19 600 00 00 0;0;
FKKO-41961000000;Отходы жидких смазочных материалов;4 19 610 00 00 0;0;
FKKO-41961111313;Отходы смазочных материалов для технологического оборудования на основе минеральных масел обводненные;4 19 611 11 31 3;3;
FKKO-41961211324;Смазка на водной основе с коллоидным графитом отработанная;4 19 612 11 32 4;4;
FKKO-41962000000;Отходы консистентных смазочных материалов;4 19 620 00 00 0;0;
FKKO-41962111334;Отходы смазки на основе графита;4 19 621 11 33 4;4;
FKKO-41963000000;Отходы твердых смазочных материалов;4 19 630 00 00 0;0;
FKKO-41963111203;Смазка, содержащая графит, дисульфид молибдена, смолу эпоксидную, отработанная;4 19 631 11 20 3;3;
FKKO-41970000000;Отходы присадок;4 19 700 00 00 0;0;
FKKO-41972111312;Присадка антиокислительная, содержащая крезолы;4 19 721 11 31 2;2;
FKKO-41975111313;Присадки адгезионные на основе конденсата полиаминов жирных кислот таллового масла, утратившие потребительские свойства;4 19 751 11 31 3;3;
FKKO-41990000000;Прочие отходы химических продуктов;4 19 900 00 00 0;0;
FKKO-41991000000;Отходы высокотемпературных теплоносителей;4 19 910 00 00 0;0;
FKKO-41991100000;Отходы высокотемпературных ионных теплоносителей;4 19 911 00 00 0;0;
FKKO-41991110000;Отходы солевых теплоносителей;4 19 911 10 00 0;0;
FKKO-41991111203;Отходы солевых теплоносителей в виде нитрит-нитратных смесей;4 19 911 11 20 3;3;
FKKO-41991120000;Отходы кремнийорганических теплоносителей;4 19 911 20 00 0;0;
FKKO-41991200000;Отходы высокотемпературных органических теплоносителей;4 19 912 00 00 0;0;
FKKO-41991211313;Отходы высокотемпературных органических теплоносителей на основе нефтепродуктов;4 19 912 11 31 3;3;
FKKO-41991221313;Отходы высокотемпературных органических теплоносителей на основе дифенилового эфира и бифенила;4 19 912 21 31 3;3;
FKKO-41991223101;Отходы высокотемпературного органического теплоносителя на основе дифенилового эфира и бифенила, содержащие продукты их разложения;4 19 912 23 10 1;1;
FKKO-41991281313;Смесь отходов высокотемпературных органических теплоносителей на основе дифенила и дифенилоксида и на основе полиалкилбензола;4 19 912 81 31 3;3;
FKKO-41991300000;Отходы высокотемпературных жидкометаллических теплоносителей;4 19 913 00 00 0;0;
FKKO-41992000000;Отходы прочих теплоносителей и хладоносителей;4 19 920 00 00 0;0;
FKKO-41992111103;Отходы теплоносителей и хладоносителей на основе диэтиленгликоля;4 19 921 11 10 3;3;
FKKO-41992112104;Отходы теплоносителей и хладоносителей на основе диэтиленгликоля (содержание диэтиленгликоля менее 40%);4 19 921 12 10 4;4;
FKKO-41992121103;Отходы теплоносителей и хладоносителей на основе этиленгликоля;4 19 921 21 10 3;3;
FKKO-41992511103;Отходы теплоносителей и хладоносителей на основе пропиленгликоля;4 19 925 11 10 3;3;
FKKO-41992531313;Отходы теплоносителей и хладоносителей на основе водного раствора формиата калия и пропиленгликоля;4 19 925 31 31 3;3;
FKKO-41994000000;Отходы прочих химических реагентов;4 19 940 00 00 0;0;
FKKO-41994512313;Ингибитор солеотложений на основе водно-спиртового раствора фосфоновых солей, утративший потребительские свойства;4 19 945 12 31 3;3;
FKKO-41994515313;Ингибитор солеотложений на основе смеси этанола, моноэтаноламина, фосфоновых и поликарбоновых кислот, утративший потребительские свойства;4 19 945 15 31 3;3;
FKKO-41994921403;Добавка к жидкости глушения скважин на основе смеси фосфоновых кислот, силикагеля и катионных поверхностно-активных веществ, утратившая потребительские свойства;4 19 949 21 40 3;3;
FKKO-41994931403;Компонент состава для глушения скважин, содержащий ингибитор солеотложений на основе смеси фосфоновых кислот, гидрофобизатор и поверхностно-активное вещество, утративший потребительские свойства;4 19 949 31 40 3;3;
FKKO-41995111303;Отходы цементационного раствора на основе полиметакрилата;4 19 951 11 30 3;3;
FKKO-41995531313;Реагент обнаружения мест утечек в холодильном контуре систем охлаждения на основе смеси ацетона с жирными кислотами, утративший потребительские свойства;4 19 955 31 31 3;3;
FKKO-41998111203;Лигносульфонаты технические затвердевшие, утратившие потребительские свойства;4 19 981 11 20 3;3;
FKKO-43000000000;РЕЗИНОВЫЕ И ПЛАСТМАССОВЫЕ ИЗДЕЛИЯ, УТРАТИВШИЕ ПОТРЕБИТЕЛЬСКИЕ СВОЙСТВА;4 30 000 00 00 0;0;
FKKO-43100000000;Отходы продукции из резины незагрязненные;4 31 000 00 00 0;0;
FKKO-43110000000;Отходы резиновых изделий незагрязненные;4 31 100 00 00 0;0;
FKKO-43111000000;Трубы, трубки, шланги и рукава из вулканизированной резины, утратившие потребительские свойства, незагрязненные;4 31 110 00 00 0;0;
FKKO-43111001515;Трубы, трубки из вулканизированной резины, утратившие потребительские свойства, незагрязненные;4 31 110 01 51 5;5;
FKKO-43111002515;Шланги и рукава из вулканизированной резины, утратившие потребительские свойства, незагрязненные;4 31 110 02 51 5;5;
FKKO-43111231524;Шланги и/или рукава из вулканизированной резины с нитяным каркасом, утратившие потребительские свойства, незагрязненные;4 31 112 31 52 4;4;
FKKO-43112000000;Ленты конвейерные, приводные ремни, бельтинг из вулканизированной резины, утратившие потребительские свойства, незагрязненные;4 31 120 00 00 0;0;
FKKO-43112001515;Ленты конвейерные, приводные ремни, утратившие потребительские свойства, незагрязненные;4 31 120 01 51 5;5;
FKKO-43112002515;Бельтинг из вулканизированной резины, утративший потребительские свойства, незагрязненный;4 31 120 02 51 5;5;
FKKO-43112101205;Отходы ленты резинотросовой незагрязненные;4 31 121 01 20 5;5;
FKKO-43112211524;Лента конвейерная резинотканевая, утратившая потребительские свойства, незагрязненная;4 31 122 11 52 4;4;
FKKO-43113000000;Материалы текстильные прорезиненные и изделия из них, утратившие потребительские свойства, незагрязненные;4 31 130 00 00 0;0;
FKKO-43113001524;Изделия текстильные прорезиненные, утратившие потребительские свойства, незагрязненные;4 31 130 01 52 4;4;
FKKO-43113111524;Коврики резинотканевые офисные, утратившие потребительские свойства;4 31 131 11 52 4;4;
FKKO-43113112525;Коврики резинотканевые офисные, утратившие потребительские свойства, практически неопасные;4 31 131 12 52 5;5;
FKKO-43113311524;Отходы ленты изоляционной хлопчатобумажной прорезиненной;4 31 133 11 52 4;4;
FKKO-43114000000;Предметы одежды и ее аксессуары из вулканизированной резины, утратившие потребительские свойства;4 31 140 00 00 0;0;
FKKO-43114100000;Средства индивидуальной защиты из резины, утратившие потребительские свойства, незагрязненные;4 31 141 00 00 0;0;
FKKO-43114101204;Резиновые перчатки, утратившие потребительские свойства, незагрязненные;4 31 141 01 20 4;4;
FKKO-43114102204;Резиновая обувь отработанная, утратившая потребительские свойства, незагрязненная;4 31 141 02 20 4;4;
FKKO-43114111205;Резиновые перчатки, утратившие потребительские свойства, незагрязненные практически неопасные;4 31 141 11 20 5;5;
FKKO-43114112205;Резиновая обувь, утратившая потребительские свойства, незагрязненная практически неопасная;4 31 141 12 20 5;5;
FKKO-43114121514;Спецодежда из резины, утратившая потребительские свойства, незагрязненная;4 31 141 21 51 4;4;
FKKO-43114191524;Обувь комбинированная из резины, кожи и полимерных материалов специальная, утратившая потребительские свойства, незагрязненная;4 31 141 91 52 4;4;
FKKO-43115121514;Изделия бытового назначения из синтетического каучука, утратившие потребительские свойства, незагрязненные;4 31 151 21 51 4;4;
FKKO-43119000000;Прочие резиновые изделия, утратившие потребительские свойства, незагрязненные;4 31 190 00 00 0;0;
FKKO-43119311514;Флексоформы из вулканизированной резины отработанные;4 31 193 11 51 4;4;
FKKO-43119981724;Отходы изделий технического назначения из вулканизированной резины незагрязненные в смеси;4 31 199 81 72 4;4;
FKKO-43119991725;Отходы прочих изделий из вулканизированной резины незагрязненные в смеси;4 31 199 91 72 5;5;
FKKO-43130000000;Отходы резинометаллических изделий незагрязненные;4 31 300 00 00 0;0;
FKKO-43130001525;Резинометаллические изделия отработанные незагрязненные;4 31 300 01 52 5;5;
FKKO-43131111524;Резинометаллические изделия технического назначения отработанные;4 31 311 11 52 4;4;
FKKO-43300000000;Отходы продукции из резины загрязненные;4 33 000 00 00 0;0;
FKKO-43310000000;Отходы продукции из резины, загрязненные неорганическими веществами;4 33 100 00 00 0;0;
FKKO-43310101514;Резинотехнические изделия отработанные, загрязненные малорастворимыми неорганическими солями кальция;4 33 101 01 51 4;4;
FKKO-43312221524;Лента конвейерная резинотканевая, загрязненная преимущественно азотными удобрениями;4 33 122 21 52 4;4;
FKKO-43318151514;Перчатки нитриловые, загрязненные карбидами вольфрама и кобальта;4 33 181 51 51 4;4;
FKKO-43319811524;Резинотехнические изделия отработанные, загрязненные металлической пылью;4 33 198 11 52 4;4;
FKKO-43319911524;Отходы резинотехнических изделий, загрязненные малорастворимыми неорганическими веществами природного происхождения;4 33 199 11 52 4;4;
FKKO-43320000000;Отходы продукции из резины, загрязненные органическими веществами;4 33 200 00 00 0;0;
FKKO-43320101514;Резинотехнические изделия отработанные со следами продуктов органического синтеза;4 33 201 01 51 4;4;
FKKO-43320200000;Отходы продукции из резины, материалов прорезиненных, загрязненные нефтепродуктами;4 33 202 00 00 0;0;
FKKO-43320201524;Отходы изделий из вулканизированной резины, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%);4 33 202 01 52 4;4;
FKKO-43320202514;Отходы резинотехнических изделий, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%);4 33 202 02 51 4;4;
FKKO-43320203524;Отходы прорезиненной спецодежды и резиновой спецобуви, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%);4 33 202 03 52 4;4;
FKKO-43320205514;Перчатки латексные, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%);4 33 202 05 51 4;4;
FKKO-43320211524;Отходы резинометаллических изделий, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%);4 33 202 11 52 4;4;
FKKO-43320222523;Отходы резинотехнических изделий, загрязненные нефтепродуктами (содержание нефтепродуктов 15% и более);4 33 202 22 52 3;3;
